id,full_name,latitude,longitude
232,Driver 232,10.963588744686541,106.95887580111656
233,Driver 233,11.636551410541752,106.65347181257295
234,Driver 234,10.788433110693676,106.66614119207118
235,Driver 235,10.83299995024102,107.24108163258953
236,Driver 236,10.970485995752203,107.13394731951873
237,Driver 237,10.823964860803068,106.817932312384
238,Driver 238,11.068558597767495,107.42696598881398
239,Driver 239,11.074754839939486,107.22631935630221
240,Driver 240,11.032702150748875,106.83971094546902
241,Driver 241,11.331196272673965,107.59754581117892
242,Driver 242,11.407557739066885,107.29753077196446
243,Driver 243,11.05172891037965,107.1242735533227
244,Driver 244,10.778606721824021,107.4893980795927
245,Driver 245,11.719701935908375,107.6256475869941
246,Driver 246,10.91725639754255,107.10731671306202
247,Driver 247,11.47973372510623,106.91016984291285
248,Driver 248,11.393373398635573,107.42186317080967
249,Driver 249,11.317058787880214,107.38590441808238
250,Driver 250,11.213718389514407,107.54154104940274
251,Driver 251,11.207259163587832,106.66896254036725
252,Driver 252,11.40505910200699,106.66131378997957
253,Driver 253,11.501371876971438,107.19079062089111
254,Driver 254,11.164563772217367,107.57525849665808
255,Driver 255,11.142357515652547,106.97462456282341
256,Driver 256,10.985066539098453,107.46340516685409
257,Driver 257,10.893853862869053,107.57335620175121
258,Driver 258,11.700878312921159,107.45733557972785
259,Driver 259,11.146276480082284,107.39197440168743
260,Driver 260,11.191072909519733,107.05448912998857
261,Driver 261,11.622172915893694,106.8731225786212
262,Driver 262,11.71922272687393,107.63883956075547
263,Driver 263,11.355062185639499,106.90851110541513
264,Driver 264,10.911978401617572,106.72638170127752
265,Driver 265,11.428689440628228,107.38571030249301
266,Driver 266,11.600737898250046,107.35599779558872
267,Driver 267,10.815909749665042,107.2006199860978
268,Driver 268,11.416542908860132,106.68443258804132
269,Driver 269,11.646659479203842,107.14486980057835
270,Driver 270,11.413814104992408,106.94418039561228
271,Driver 271,11.592629812165388,106.7020006280597
272,Driver 272,11.218538850736127,107.2631062269556
273,Driver 273,10.76173905339866,107.46233938386385
274,Driver 274,10.924756149734126,107.21628883673402
275,Driver 275,11.405138363512458,107.30002987158106
276,Driver 276,11.030197262854964,106.92409815311447
277,Driver 277,11.02943915454895,106.9755563280674
278,Driver 278,11.103855733766181,107.15618114564103
279,Driver 279,10.851358144784465,107.33891560199758
280,Driver 280,11.594100712562852,107.61849055600261
281,Driver 281,11.707815589937917,106.76957881790844
282,Driver 282,11.491655748079518,107.41839940316173
283,Driver 283,11.631378574163723,107.5908839662623
284,Driver 284,10.85197782314983,107.42005060937028
285,Driver 285,11.147913828904217,106.66778700960664
286,Driver 286,11.59134642432878,107.30093699125133
287,Driver 287,10.81113165246267,107.60772441071539
288,Driver 288,10.797587639438756,107.353131236563
289,Driver 289,10.754175821035759,107.34058956739129
290,Driver 290,10.978248177752262,107.1393906429053
291,Driver 291,11.310602391297556,107.47756158267266
292,Driver 292,11.035050800793467,107.29731095084733
293,Driver 293,11.400472435740513,107.41569586603731
294,Driver 294,11.507628091454455,107.1990933030751
295,Driver 295,11.230748125021837,107.37888865974743
296,Driver 296,11.636214061744687,107.20681911038378
297,Driver 297,10.894516972681176,107.57988492895313
298,Driver 298,11.362445334641142,107.25489077989566
299,Driver 299,10.983435139643916,107.55614592552317
300,Driver 300,11.688055205132967,106.66293768779094
301,Driver 301,11.132932374509737,107.15373357617497
302,Driver 302,10.955056121365006,107.52647599379495
303,Driver 303,11.096373413818338,106.81217248738518
304,Driver 304,11.637581068259024,107.41318387094017
305,Driver 305,10.914646292997244,106.96405827976854
306,Driver 306,11.706801704959032,106.835430375128
307,Driver 307,10.777662194500639,107.27640255168927
308,Driver 308,11.099071571075347,106.87110554201305
309,Driver 309,11.425336183314066,107.22846252993637
310,Driver 310,11.340425743346051,107.57358888557559
311,Driver 311,11.520575866724263,106.76831476095255
312,Driver 312,11.30725781919583,107.56495271772532
313,Driver 313,11.169085323731831,106.73750316859491
314,Driver 314,11.578103941307107,106.82895464282956
315,Driver 315,11.741093668886233,107.2321003398246
316,Driver 316,10.779626192293707,107.37977051009159
317,Driver 317,10.892718572213251,107.29700366492276
318,Driver 318,10.885075882508339,106.96858948906001
319,Driver 319,11.536348996863445,107.35137437848536
320,Driver 320,11.452435030065434,106.69334731301899
321,Driver 321,11.105312734093188,107.31512803335717
322,Driver 322,11.09924669971044,107.16648515920674
323,Driver 323,11.490497048101703,106.72943061691191
324,Driver 324,11.291285449689285,107.23309130307797
325,Driver 325,11.195665262033218,107.13396438453294
326,Driver 326,10.890714913283173,106.99994139292153
327,Driver 327,10.848923763349099,107.63773135601689
328,Driver 328,11.258642960950047,107.2131893645302
329,Driver 329,11.579689313545504,107.42046696229828
330,Driver 330,11.219438807937914,107.07283374667111
331,Driver 331,11.258233292689573,107.63939534975279
332,Driver 332,11.65109534916187,107.63738625628586
333,Driver 333,11.536131066143463,106.92031461274492
334,Driver 334,11.109732290377792,106.72057331174663
335,Driver 335,11.070219731813983,107.32578645983773
336,Driver 336,11.082678860504306,106.72969187320693
337,Driver 337,11.53036050649712,107.3397244193612
338,Driver 338,11.05382533201893,107.54092979580017
339,Driver 339,11.032889962980965,107.37993437342554
340,Driver 340,11.44190571302117,107.60708837077576
341,Driver 341,11.511276384043708,107.13128135672609
342,Driver 342,10.758950028940747,107.33313156687021
343,Driver 343,11.674683191129889,107.580567565902
344,Driver 344,11.043710407604554,106.88133034570059
345,Driver 345,11.614668650072131,107.17776764314362
346,Driver 346,11.72345018838923,107.42360627061952
347,Driver 347,11.369735083181299,107.57707488469511
348,Driver 348,10.853747395293256,106.82023431488395
349,Driver 349,11.732165014091606,107.24102932540299
350,Driver 350,11.195761161438844,106.94242512565947
351,Driver 351,10.828352039620938,106.80060119998178
352,Driver 352,11.270513292313016,107.38680823893212
353,Driver 353,11.679310559838383,107.13337239926197
354,Driver 354,11.420920113050187,107.58472307957022
355,Driver 355,11.513314638767401,107.18174842510417
356,Driver 356,11.267788137115065,107.39777491034228
357,Driver 357,11.094194168126227,106.77054132569582
358,Driver 358,11.366562795269685,106.81848974801734
359,Driver 359,10.931585007082179,107.63544357017307
360,Driver 360,11.423901535117437,106.75490102078784
361,Driver 361,11.265871770779714,107.07803784613212
362,Driver 362,11.05304837889684,107.5990652391447
363,Driver 363,11.373864763821084,107.05844828256747
364,Driver 364,11.036048703150623,106.91786088883396
365,Driver 365,11.551054183145277,107.01356881682375
366,Driver 366,11.302964182168934,107.45805834827347
367,Driver 367,11.519275408804308,107.25267060283227
368,Driver 368,10.83901406840331,107.1450526776822
369,Driver 369,11.058164348855767,106.71314733154496
370,Driver 370,11.36792103356836,107.30624717848502
371,Driver 371,10.88043074118711,106.77905823869506
372,Driver 372,11.366210852596371,107.27051992935124
373,Driver 373,11.742778832358335,107.04610934545424
374,Driver 374,11.30364612647831,107.31666304638492
375,Driver 375,11.575845777193518,106.85154365382003
376,Driver 376,10.847190502918064,107.13312985726733
377,Driver 377,11.04863590029057,107.08666641186893
378,Driver 378,11.722421156667414,106.71043764244276
379,Driver 379,10.857407155622088,107.07470026645882
380,Driver 380,11.63147611638216,106.86177816430856
381,Driver 381,11.634985153858585,106.83663618595595
382,Driver 382,11.085388105914697,107.30175109617863
383,Driver 383,10.865412416508827,107.01805213042383
384,Driver 384,11.63969136318747,107.12445405031855
385,Driver 385,11.200595062307585,107.01358314528214
386,Driver 386,11.151700828993928,107.60862960418137
387,Driver 387,10.911191456887185,107.3132833505256
388,Driver 388,11.596162654624614,107.32610592422814
389,Driver 389,11.592159498636757,106.67714743902808
390,Driver 390,11.726499738145204,107.5529974051156
391,Driver 391,10.779992191355426,107.03149502196594
392,Driver 392,11.569564197768685,106.84696369008036
393,Driver 393,11.051881145181902,107.12144301186395
394,Driver 394,11.73721631581578,107.27879997146141
395,Driver 395,11.420407600738926,107.40844727017982
396,Driver 396,10.998636118757078,107.6238493784753
397,Driver 397,11.46948751929691,107.31403381353743
398,Driver 398,11.367043050539902,106.81694942738213
399,Driver 399,11.738128979424332,107.62406689053928
400,Driver 400,11.180124488717363,107.36545670944118
401,Driver 401,10.965707032979086,107.52905007633896
402,Driver 402,11.480289329240264,106.92636102611065
403,Driver 403,11.407480334135892,106.70046539317033
404,Driver 404,10.759432542076132,107.4739452333803
405,Driver 405,11.557372769936196,107.41828677164244
406,Driver 406,11.392308297943623,107.49131114561048
407,Driver 407,11.717026389137754,106.9064060700484
408,Driver 408,11.24708138594714,107.40625617111218
409,Driver 409,10.819635285109907,107.07818204387024
410,Driver 410,10.839225069060113,107.64845658092628
411,Driver 411,11.248730694404747,106.69255798029732
412,Driver 412,11.279981622411041,107.04924933608076
413,Driver 413,11.255469247751902,107.06111892694922
414,Driver 414,11.025271385313673,107.387309274853
415,Driver 415,11.309229063915351,107.5056298623387
416,Driver 416,10.938900299294763,107.08015304755483
417,Driver 417,11.69361649457575,107.01373797843796
418,Driver 418,11.03659057113295,106.97180674941596
419,Driver 419,11.170355817129215,107.15353050318953
420,Driver 420,11.66623562109623,106.76614881895574
421,Driver 421,10.75866629146892,107.48949080870939
422,Driver 422,11.681800419162775,107.45090825289253
423,Driver 423,11.390271139563197,106.72079331012128
424,Driver 424,11.261420440575066,107.31326657594576
425,Driver 425,11.161562853182797,106.90032485032886
426,Driver 426,11.496866929467599,106.70126091696493
427,Driver 427,11.681426636774543,107.41094065937709
428,Driver 428,11.063058274810329,107.45098603665575
429,Driver 429,11.617720027835247,106.7687891078939
430,Driver 430,10.817034187596125,107.32969238661312
431,Driver 431,11.10863489125367,107.11789080135459
432,Driver 432,11.254145462365035,107.21515919196158
433,Driver 433,10.793124540037706,107.60059964545708
434,Driver 434,11.668498345651056,107.12166035875552
435,Driver 435,11.187443369076046,107.23448134435345
436,Driver 436,11.470981432009651,106.66891856476857
437,Driver 437,11.513638884167305,107.20534511682376
438,Driver 438,11.528843950947028,107.00480197563382
439,Driver 439,11.510817560146089,107.63122065367371
440,Driver 440,11.143524851285129,107.25678933443338
441,Driver 441,11.615477664250253,106.79841771843128
442,Driver 442,11.643474836324083,107.57410090060989
443,Driver 443,11.255963345244362,107.32540203793678
444,Driver 444,11.031041991626985,106.795968333303
445,Driver 445,11.600118378278651,107.10803583439932
446,Driver 446,11.239752660529552,106.98733412556355
447,Driver 447,10.782845700973894,106.83429978070843
448,Driver 448,11.345046016820076,107.36057167817631
449,Driver 449,11.418141887106442,106.91855057402324
450,Driver 450,11.55490627832516,107.05334833909758
451,Driver 451,10.779767804140736,107.36876486278297
452,Driver 452,11.565178453832694,106.9495108714551
453,Driver 453,10.838533938921284,106.84530995414008
454,Driver 454,11.647308310645402,107.59690987585647
455,Driver 455,10.77877209302305,106.7279428654212
456,Driver 456,11.345519955392154,107.17342474277302
457,Driver 457,11.71549427516448,107.20148732306629
458,Driver 458,11.16439703948805,106.90524072512548
459,Driver 459,11.376998039197094,106.99932296264954
460,Driver 460,11.377615947168517,107.05303864975636
461,Driver 461,11.451280399253015,106.81610950632479
462,Driver 462,10.830149632012581,106.77080774347242
463,Driver 463,11.52552863324118,106.87838905602989
464,Driver 464,10.834168781714943,107.14376040617186
465,Driver 465,11.72247706926744,106.67297371360713
466,Driver 466,10.845142422490989,107.17463330983634
467,Driver 467,11.556779542711595,107.401007804622
468,Driver 468,10.827699325122985,106.68746654769478
469,Driver 469,11.196600861939212,107.1189997937746
470,Driver 470,10.82007719600705,107.04563054310684
471,Driver 471,11.270817275832906,106.70471594574575
472,Driver 472,11.290144622969386,106.98797203748826
473,Driver 473,11.402773282623123,106.89376440449676
474,Driver 474,11.600092281855527,107.47591296299802
475,Driver 475,11.459487107750308,107.60652299655834
476,Driver 476,11.383217132953789,106.90054986105494
477,Driver 477,11.342630630313213,107.59350341589753
478,Driver 478,11.543621306837982,107.30721504775099
479,Driver 479,11.195166918578574,107.38901881147514
480,Driver 480,11.581609635636514,107.06532546390349
481,Driver 481,11.01477772561576,107.18838796695327
482,Driver 482,11.335222370912051,107.33749604727788
483,Driver 483,11.570506754295113,106.7223839481109
484,Driver 484,10.756058158320783,106.95292912500697
485,Driver 485,11.095220360568003,107.16280496000054
486,Driver 486,11.67954134386256,107.39843014583276
487,Driver 487,10.956753855998599,106.88691913087457
488,Driver 488,11.36711437681194,107.00576127163264
489,Driver 489,11.600773432277787,107.05972580514155
490,Driver 490,11.13856314379138,107.04672139890307
491,Driver 491,11.157938329255174,107.31278432447093
492,Driver 492,10.971742710924078,106.709748735818
493,Driver 493,11.167818475816443,107.34048897999935
494,Driver 494,11.573129322234166,106.96840595478002
495,Driver 495,11.231241648996935,106.79639203150263
496,Driver 496,11.221951872862753,106.80157274155906
497,Driver 497,10.885489456432357,106.78484709366477
498,Driver 498,11.278271989399897,106.73534852002834
499,Driver 499,10.804105275959833,107.09542509777003
500,Driver 500,10.832398255663357,107.4629093342595
501,Driver 501,10.87607521715549,107.06264585297002
502,Driver 502,11.476891043686647,106.81441113853025
503,Driver 503,11.054124954844482,107.04623892003184
504,Driver 504,11.56314539162019,106.81822753268156
505,Driver 505,11.47276797900072,106.9315471790212
506,Driver 506,10.788642666263845,106.8756428645907
507,Driver 507,11.194300704060819,107.21549882979845
508,Driver 508,11.24206221315775,107.17995193395282
509,Driver 509,11.220660722931044,107.00783151848727
510,Driver 510,11.19421136771984,107.21657018465778
511,Driver 511,11.551762453891884,106.89280243600327
512,Driver 512,11.297182870897469,107.10434789326247
513,Driver 513,11.131873147690031,106.7791519782037
514,Driver 514,11.269116376836623,107.13062990552505
515,Driver 515,11.644170067785385,107.3306780249488
516,Driver 516,11.030405202090497,106.96701329703946
517,Driver 517,11.283399936161278,107.64224246309813
518,Driver 518,11.232118469330079,106.7547825333705
519,Driver 519,10.829328643564534,106.93833785529252
520,Driver 520,11.310976039456826,107.17209360476184
521,Driver 521,11.06372021305061,106.83960078374321
522,Driver 522,11.689411973453137,107.27897974418045
523,Driver 523,11.306756620266821,107.2193509421528
524,Driver 524,10.90758299390847,107.118592453919
525,Driver 525,11.03264665539003,106.95787775056557
526,Driver 526,11.60394370041081,107.01829880131794
527,Driver 527,10.995390919219558,106.75517585724417
528,Driver 528,11.38586347056644,107.30925911622528
529,Driver 529,11.630468565780617,107.00708317729139
530,Driver 530,10.876918568694796,107.48989621069794
531,Driver 531,11.556354350070771,107.237321508225
532,Driver 532,11.708898738355419,107.40114201791965
533,Driver 533,11.426944713284474,107.16784352911708
534,Driver 534,11.292320479674022,106.85933244073888
535,Driver 535,11.441055985513701,107.07120527092562
536,Driver 536,11.4539014087207,106.79192992469272
537,Driver 537,11.056077450597686,107.45307131705148
538,Driver 538,11.533775754975743,107.39351010357747
539,Driver 539,11.657889906112441,107.35211532743226
540,Driver 540,10.966475319976084,107.31206170869258
541,Driver 541,11.28035183628645,107.53157221992636
542,Driver 542,11.285709786946708,107.29205003125405
543,Driver 543,11.687590208771278,107.18684858326934
544,Driver 544,10.861406872125585,106.87206359784506
545,Driver 545,10.930633874547633,107.54600401778488
546,Driver 546,11.331771110579778,107.24721899008972
547,Driver 547,10.872639385218527,107.21857429812371
548,Driver 548,11.437163638335164,107.50287722184818
549,Driver 549,11.164200071479955,106.7625804547975
550,Driver 550,10.806263922626576,107.54243867152879
551,Driver 551,11.093830249458211,107.46954707304317
552,Driver 552,11.574124847955954,107.29358758508451
553,Driver 553,11.307213555601068,106.70992325364351
554,Driver 554,11.299002425710214,107.06282685529702
555,Driver 555,10.867490338620737,107.22212321578172
556,Driver 556,11.477021952613805,106.84516293242811
557,Driver 557,10.811284768570765,107.07960497565631
558,Driver 558,10.955639634791313,106.86307779517514
559,Driver 559,11.636306017057326,106.93886375385325
560,Driver 560,11.021259018276119,107.00463972411485
561,Driver 561,11.549226769067765,106.69906544922151
562,Driver 562,11.29936653989399,107.33003302861721
563,Driver 563,10.950669350129642,107.01705052548189
564,Driver 564,10.812295044321438,106.98923251421947
565,Driver 565,10.946774863529992,107.59428247043788
566,Driver 566,11.040993323853108,107.36132917860222
567,Driver 567,11.498287984055098,107.12748653673043
568,Driver 568,10.893764654342052,107.50295273253282
569,Driver 569,11.558870532100997,107.13638734409503
570,Driver 570,11.747701376286798,106.73197953844053
571,Driver 571,11.017668166069518,106.89619991589815
572,Driver 572,10.975842546714288,107.03831682065432
573,Driver 573,11.524001291826428,106.80267895040475
574,Driver 574,11.44332589851215,107.43652364754941
575,Driver 575,11.169110925138677,107.49439501932129
576,Driver 576,11.321229202323773,106.9424998570852
577,Driver 577,11.673362499274933,106.9005974239354
578,Driver 578,11.550666371315158,107.42605932632303
579,Driver 579,11.21688481852117,107.14619549308738
580,Driver 580,11.013218474878828,107.3340336235038
581,Driver 581,10.753320682901187,107.53794030686802
582,Driver 582,11.645219426000317,107.43066246476397
